temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk
35.5,29.2,19.5,51.78,0.0,0.0,0.0,0.0,0.45,21.742857142857144,7.8,316.0,1019.2,10.5,9.9,6.450325082696476,0.0,0.0,0.0
35.9,29.3,19.5,51.1,0.0,0.0,0.0,1.91,2.36,21.42857142857143,8.5,303.0,1019.7,6.1,9.9,6.450553210904529,0.0,0.0,0.0
38.0,31.5,19.3,46.64,0.0,0.0,0.0,0.0,0.0,21.114285714285717,9.2,308.0,1019.6,15.6,9.9,6.450781339112582,0.0,0.0,0.0
40.9,35.1,19.1,41.32,0.0,0.0,0.0,0.0,0.0,20.8,9.0,330.0,1019.9,15.6,9.9,6.451009467320635,0.0,0.0,0.0
43.9,40.2,18.6,35.95,0.0,0.0,0.0,0.0,0.0,23.0,6.4,346.0,1019.1,10.5,9.9,6.451237595528687,0.0,0.0,0.0
45.4,39.7,17.6,32.45,0.0,0.0,0.0,0.0,0.0,21.9,12.1,318.0,1019.0,10.5,9.9,6.45146572373674,0.0,0.0,0.0
47.5,43.0,16.4,28.45,0.0,0.0,0.0,0.0,0.0,20.8,9.7,313.0,1018.9,10.5,9.9,6.451693851944793,0.0,0.0,0.0
47.9,44.0,15.6,27.12,0.0,0.0,0.0,0.0,0.0,26.4,8.6,295.0,1018.1,32.3,9.9,6.451921980152846,0.0,0.0,0.0
49.2,45.0,15.4,25.6,0.0,0.0,0.0,0.0,0.0,20.8,10.2,310.0,1017.4,32.5,9.9,6.4521501083608985,0.0,0.0,0.0
49.5,45.9,15.4,25.34,0.0,0.0,0.0,0.0,0.0,21.9,8.5,292.0,1016.8,15.6,9.9,6.452378236568952,0.0,0.0,0.0
49.5,46.4,15.2,25.13,0.0,0.0,0.0,0.0,0.0,20.8,7.4,314.0,1016.3,10.5,9.9,6.452606364777004,0.0,0.0,0.0
49.0,44.7,14.5,24.75,0.0,0.0,0.0,0.0,0.0,20.8,10.5,313.0,1016.5,10.5,9.9,6.452834492985057,0.0,0.0,0.0
47.2,43.3,14.0,25.93,0.0,0.0,0.0,0.0,0.0,21.9,8.2,328.0,1017.4,10.5,9.9,6.45306262119311,0.0,0.0,0.0
45.6,43.7,16.1,30.16,0.0,0.0,0.0,0.0,0.0,23.0,4.1,342.0,1017.9,10.5,9.9,6.453290749401163,0.0,0.0,0.0
45.1,40.9,15.6,30.16,0.0,0.0,0.0,0.0,0.0,22.746153846153845,7.7,330.0,1018.7,82.6,9.9,6.453518877609216,0.0,0.0,0.0
43.5,38.9,15.8,32.33,0.0,0.0,0.0,0.0,0.0,22.49230769230769,7.9,2.0,1019.4,89.5,9.9,6.453747005817269,0.0,0.0,0.0
41.5,36.9,16.3,35.73,0.0,0.0,0.0,0.0,0.0,22.23846153846154,6.9,358.0,1020.1,41.0,9.9,6.453975134025322,0.0,0.0,0.0
39.9,33.7,15.8,37.08,0.0,0.0,0.0,0.0,0.0,21.984615384615385,9.7,2.0,1020.7,15.6,9.9,6.454203262233375,0.0,0.0,0.0
38.4,31.0,17.0,41.38,0.0,0.0,0.0,0.0,0.0,21.73076923076923,11.7,29.0,1021.1,14.1,9.9,6.454431390441428,0.0,0.0,0.0
36.6,31.4,17.7,45.79,0.0,0.0,0.0,0.0,0.0,21.476923076923075,6.5,8.0,1021.4,25.4,9.9,6.454659518649481,0.0,0.0,0.0
35.7,27.2,18.1,48.39,0.0,0.0,0.0,0.0,0.0,21.223076923076924,12.4,354.0,1021.9,25.4,9.9,6.454887646857534,0.0,0.0,0.0
34.5,28.0,19.3,53.53,0.0,0.0,0.0,0.0,0.0,20.96923076923077,7.9,20.0,1022.0,30.7,9.9,6.455115775065587,0.0,0.0,0.0
34.2,26.8,20.1,56.01,0.0,0.0,0.0,0.0,0.0,20.71538461538461,9.2,20.0,1022.7,20.3,9.9,6.45534390327364,0.0,0.0,0.0
34.2,26.6,20.8,57.7,0.0,0.0,0.0,0.0,0.0,20.46153846153846,9.5,18.0,1023.4,25.4,9.9,6.455572031481693,0.0,0.0,0.0
34.0,26.7,21.8,60.69,0.0,0.0,0.0,0.0,0.0,20.20769230769231,8.9,37.0,1024.2,35.9,9.9,6.455800159689746,0.0,0.0,0.0
34.9,27.3,22.2,59.45,0.0,0.0,0.0,0.0,0.0,19.953846153846158,10.0,32.0,1025.4,92.0,9.9,6.456028287897799,0.0,0.0,0.0
37.1,29.6,25.0,61.08,0.0,0.0,0.0,0.0,0.0,19.7,11.1,48.0,1026.6,95.7,9.9,6.456256416105852,0.0,0.0,0.0
39.8,32.1,26.8,59.54,0.0,0.0,0.0,0.0,0.0,17.2,13.3,42.0,1027.7,96.2,9.9,6.456484544313905,0.0,0.0,0.0
40.5,34.3,29.7,64.9,0.0,0.0,0.0,0.0,0.0,19.6,10.1,65.0,1028.9,98.2,9.9,6.456712672521958,0.0,0.0,0.0
42.9,36.2,28.3,56.07,0.0,0.0,0.0,0.0,0.0,25.6,12.9,70.0,1029.6,98.2,9.9,6.456940800730011,0.0,0.0,0.0
41.9,34.8,27.0,55.15,0.0,0.0,0.0,0.0,0.0,22.5,13.3,64.0,1030.2,98.2,9.9,6.457168928938064,0.0,0.0,0.0
42.2,35.5,26.2,52.91,0.0,0.0,0.0,0.0,0.0,22.666666666666668,12.4,58.0,1030.4,98.2,9.9,6.457397057146116,0.0,0.0,0.0
42.4,35.9,25.4,50.66,0.0,0.0,0.0,0.0,0.0,22.83333333333333,11.7,51.0,1030.6,95.7,9.9,6.457625185354169,0.0,0.0,0.0
42.4,37.2,24.2,48.29,0.0,0.0,0.0,0.0,0.0,23.0,8.6,52.0,1031.0,95.7,9.9,6.457853313562222,0.0,0.0,0.0
44.4,38.2,22.5,41.53,0.0,0.0,0.0,0.0,0.0,22.97,12.4,41.0,1031.1,95.7,9.9,6.4580814417702745,0.0,0.0,0.0
42.9,38.1,22.8,44.67,0.0,0.0,0.0,0.0,0.0,22.94,7.9,46.0,1031.8,95.7,9.9,6.458309569978328,0.0,0.0,0.0
42.2,37.6,22.1,44.53,0.0,0.0,0.0,0.0,0.0,22.91,7.3,18.0,1032.1,41.0,9.9,6.4585376981863805,0.0,0.0,0.0
40.9,36.6,22.8,48.15,0.0,0.0,0.0,0.0,0.0,22.88,6.4,51.0,1033.0,82.6,9.9,6.458765826394433,0.0,0.0,0.0
41.2,36.8,22.6,47.2,0.0,0.0,0.0,0.0,0.0,22.85,6.5,15.0,1034.1,97.5,9.9,6.458993954602486,0.0,0.0,0.0
40.8,35.9,20.1,43.19,0.0,0.0,0.0,0.0,0.0,22.82,7.3,112.0,1034.9,97.5,9.9,6.459222082810539,0.0,0.0,0.0
39.1,32.9,18.8,43.68,0.0,0.0,0.0,0.0,0.0,22.79,9.2,80.0,1035.4,80.1,9.9,6.459450211018592,0.0,0.0,0.0
38.2,32.9,19.5,46.59,0.0,0.0,0.0,0.0,0.0,22.76,7.1,66.0,1035.9,10.5,9.9,6.459678339226645,0.0,0.0,0.0
37.3,31.8,20.8,51.11,0.0,0.0,0.0,0.0,0.0,22.73,7.1,64.0,1036.2,6.1,9.9,6.459906467434698,0.0,0.0,0.0
35.9,29.9,22.5,57.83,0.0,0.0,0.0,0.0,0.0,22.7,7.5,68.0,1036.7,4.4,9.9,6.460134595642751,0.0,0.0,0.0
35.3,30.1,22.1,58.1,0.0,0.0,0.0,0.0,0.0,22.67,6.2,15.0,1036.8,44.9,9.9,6.460362723850804,0.0,0.0,0.0
34.2,28.8,20.7,57.35,0.0,0.0,0.0,0.0,0.0,22.64,6.1,45.0,1036.2,6.6,9.9,6.460590852058857,0.0,0.0,0.0
34.0,28.8,19.9,55.69,0.0,0.0,0.0,0.0,0.0,22.61,5.8,54.0,1036.5,0.0,9.9,6.46081898026691,0.0,0.0,0.0
34.2,29.6,19.8,55.18,0.0,0.0,0.0,0.0,0.0,22.58,5.1,50.0,1036.9,0.0,9.9,6.461047108474963,0.0,0.0,0.0
34.0,28.8,19.8,55.69,0.0,0.0,0.0,0.0,0.0,22.55,5.8,34.0,1038.0,12.1,9.9,6.461275236683016,0.0,0.0,0.0
35.5,29.1,20.1,52.92,0.0,0.0,0.0,0.0,0.0,22.52,8.2,31.0,1039.0,0.0,9.9,6.461503364891069,0.0,0.0,0.0
38.8,32.0,20.6,47.63,0.0,0.0,0.0,0.0,0.0,22.49,10.2,43.0,1039.3,0.0,9.2,6.461731493099122,0.0,0.0,0.0
40.8,33.5,20.2,43.37,0.0,0.0,0.0,0.0,0.0,22.46,13.1,50.0,1039.6,6.6,9.9,6.461959621307175,0.0,0.0,0.0
41.3,34.2,19.5,41.27,0.0,0.0,0.0,0.0,0.0,22.43,12.7,56.0,1040.1,0.0,9.9,6.462187749515228,0.0,0.0,0.0
43.6,37.8,19.0,36.95,0.0,0.0,0.0,0.0,0.0,22.4,10.9,64.0,1040.1,0.0,9.9,6.462415877723281,0.0,0.0,0.0
44.6,39.6,16.4,31.78,0.0,0.0,0.0,0.0,0.0,21.05,9.3,69.0,1039.7,0.0,9.9,6.462644005931334,0.0,0.0,0.0
47.2,46.1,17.6,30.3,0.0,0.0,0.0,0.0,0.0,19.7,3.5,31.0,1039.1,10.5,9.9,6.462872134139387,0.0,0.0,0.0
47.9,44.5,16.6,28.28,0.0,0.0,0.0,0.0,0.0,19.64047619047619,7.4,60.0,1038.5,10.5,9.9,6.46310026234744,0.0,0.0,0.0
48.9,46.4,17.9,28.83,0.0,0.0,0.0,0.0,0.0,19.58095238095238,5.9,70.0,1037.9,4.4,9.9,6.463328390555493,0.0,0.0,0.0
47.3,43.4,17.8,30.52,0.0,0.0,0.0,0.0,0.0,19.52142857142857,8.1,113.0,1037.5,4.4,9.9,6.463556518763545,0.0,0.0,0.0
45.0,43.0,25.2,45.48,0.0,0.0,0.0,0.0,0.0,19.46190476190476,4.0,339.0,1037.7,4.4,9.9,6.463784646971599,0.0,0.0,0.0
42.3,37.6,26.6,53.52,0.0,0.0,0.0,0.0,0.0,19.402380952380952,7.6,168.0,1038.1,0.0,9.9,6.464012775179651,0.0,0.0,0.0
40.1,34.2,27.2,59.62,0.0,0.0,0.0,0.0,0.0,19.34285714285714,9.1,159.0,1038.2,4.4,9.9,6.464240903387704,0.0,0.0,0.0
39.1,35.6,27.1,61.73,0.0,0.0,0.0,0.0,0.0,19.28333333333333,4.9,154.0,1039.3,10.5,9.9,6.4644690315957565,0.0,0.0,0.0
39.1,36.4,26.3,59.78,0.0,0.0,0.0,0.0,0.0,19.223809523809525,3.9,140.0,1039.9,10.5,9.9,6.464697159803809,0.0,0.0,0.0
38.4,35.5,26.0,60.74,0.0,0.0,0.0,0.0,0.0,19.164285714285715,3.9,140.0,1038.8,10.5,9.9,6.464925288011862,0.0,0.0,0.0
38.0,33.8,25.4,60.0,0.0,0.0,0.0,0.0,0.0,19.104761904761904,5.4,141.0,1038.5,10.5,9.9,6.465153416219915,0.0,0.0,0.0
38.0,35.4,25.2,59.65,0.0,0.0,0.0,0.0,0.0,19.04523809523809,3.6,103.0,1038.0,10.5,9.9,6.465381544427968,0.0,0.0,0.0
37.3,37.3,22.5,54.64,0.0,0.0,0.0,0.0,0.0,18.985714285714284,0.0,0.0,1037.9,10.5,9.9,6.465609672636021,0.0,0.0,0.0
36.1,36.1,25.4,64.79,0.0,0.0,0.0,0.0,0.0,18.92619047619048,0.5,336.0,1037.3,4.4,9.9,6.465837800844074,0.0,0.0,0.0
35.9,32.4,23.5,60.38,0.0,0.0,0.0,0.0,0.0,18.866666666666667,4.2,59.0,1036.5,12.7,9.9,6.466065929052127,0.0,0.0,0.0
35.3,31.4,20.6,54.73,0.0,0.0,0.0,0.0,0.0,18.807142857142857,4.5,83.0,1036.1,27.9,9.9,6.46629405726018,0.0,0.0,0.0
34.6,30.3,22.1,60.02,0.0,0.0,0.0,0.0,0.0,18.747619047619047,4.7,56.0,1035.8,34.2,9.9,6.466522185468233,0.0,0.0,0.0
34.6,30.0,25.5,68.95,0.0,0.0,0.0,0.0,0.0,18.68809523809524,5.2,46.0,1035.2,34.2,9.9,6.466750313676286,0.0,0.0,0.0
36.4,30.2,25.1,63.43,0.0,0.0,0.0,0.0,0.0,18.628571428571423,8.0,47.0,1035.4,34.2,9.9,6.466978441884339,0.0,0.0,0.0
38.0,33.7,22.1,52.43,0.0,0.0,0.0,0.0,0.0,18.56904761904762,5.5,60.0,1035.7,36.7,9.9,6.467206570092392,0.0,0.0,0.0
39.6,36.0,20.3,45.53,0.0,0.0,0.0,0.0,0.0,18.50952380952381,5.1,62.0,1035.0,36.7,9.9,6.467434698300445,0.0,0.0,0.0
40.5,37.2,21.7,46.73,0.0,0.0,0.0,0.0,0.0,18.45,4.9,40.0,1034.7,38.4,9.9,6.467662826508498,0.0,0.0,0.0
42.3,38.4,22.4,44.76,0.0,0.0,0.0,0.0,0.0,18.39047619047619,6.2,67.0,1033.5,38.4,9.9,6.467890954716551,0.0,0.0,0.0
43.4,39.6,21.0,40.6,0.0,0.0,0.0,0.0,0.0,18.33095238095238,6.2,2.0,1033.0,38.4,9.9,6.468119082924604,0.0,0.0,0.0
44.3,44.3,21.7,40.37,0.0,0.0,0.0,0.0,0.0,18.27142857142857,2.7,49.0,1031.8,38.4,9.9,6.468347211132657,0.0,0.0,0.0
44.3,40.9,20.6,38.46,0.0,0.0,0.0,0.0,0.0,18.21190476190476,6.1,189.0,1030.4,38.4,9.9,6.46857533934071,0.0,0.0,0.0
44.1,41.6,19.5,37.07,0.0,0.0,0.0,0.0,0.0,18.152380952380952,4.6,130.5,1029.3,38.4,9.9,6.468803467548763,0.0,0.0,0.0
43.3,42.0,18.0,35.77,0.0,0.0,0.0,0.0,0.0,18.09285714285714,3.1,72.0,1027.8,38.4,9.9,6.469031595756816,0.0,0.0,0.0
42.2,38.1,18.0,37.4,0.0,0.0,0.0,0.0,0.0,18.03333333333333,6.3,171.0,1026.3,38.4,9.9,6.469259723964869,0.0,0.0,0.0
41.7,38.8,17.8,37.81,0.0,0.0,0.0,0.0,0.0,17.973809523809525,4.6,158.0,1025.6,93.1,9.9,6.4694878521729215,0.0,0.0,0.0
41.7,41.7,18.2,38.32,0.0,0.0,0.0,0.0,0.0,17.914285714285715,2.8,347.0,1025.3,100.0,9.9,6.469715980380975,0.0,0.0,0.0
42.4,39.9,16.8,35.28,0.0,0.0,0.0,0.0,0.0,17.854761904761904,4.1,190.0,1025.7,100.0,9.9,6.469944108589028,0.0,0.0,0.0
41.8,38.8,15.4,33.9,0.0,0.0,0.0,0.0,0.0,17.795238095238094,4.7,166.0,1024.8,100.0,9.9,6.47017223679708,0.0,0.0,0.0
40.7,37.6,22.3,47.65,0.0,0.0,0.0,0.0,0.0,17.735714285714284,4.6,190.0,1023.9,100.0,9.9,6.4704003650051325,0.0,0.0,0.0
41.2,39.1,27.7,58.25,0.0,0.0,0.0,0.0,0.0,17.676190476190477,3.7,245.0,1023.5,100.0,9.7,6.4706284932131855,0.0,0.0,0.0
38.4,38.4,33.9,83.6,0.01,0.0,0.0,0.0,0.0,17.616666666666667,1.1,306.0,1023.1,100.0,6.9,6.470856621421238,0.0,0.0,0.0
38.8,38.8,35.0,86.34,0.01,0.0,0.0,0.0,0.0,17.557142857142857,0.0,269.0,1021.6,100.0,8.8,6.471084749629291,0.0,0.0,0.0
40.3,37.0,33.2,75.78,0.0,0.0,0.0,0.0,0.0,17.497619047619047,4.7,232.0,1020.3,100.0,9.6,6.471312877837344,0.0,0.0,0.0
39.5,36.1,33.6,79.15,0.0,0.0,0.0,0.0,0.0,17.438095238095237,4.7,214.0,1020.0,100.0,9.6,6.471541006045397,0.0,0.0,0.0
39.1,35.8,34.6,83.64,0.0,0.0,0.0,0.0,0.0,17.378571428571426,4.6,222.0,1019.7,100.0,8.6,6.47176913425345,0.0,0.0,0.0
39.0,35.0,35.8,88.12,0.02,0.0,0.0,0.0,0.0,17.31904761904762,5.4,200.0,1018.8,100.0,5.9,6.471997262461503,0.0,0.0,0.0
39.0,35.0,36.0,88.77,0.0,0.0,0.0,0.0,0.0,17.25952380952381,5.4,243.0,1018.7,100.0,8.3,6.472225390669556,0.0,0.0,0.0
39.4,34.0,35.3,84.86,0.0,0.0,0.0,0.0,0.0,17.2,7.9,249.0,1018.5,100.0,6.8,6.472453518877609,0.0,0.0,0.0
41.1,36.7,36.3,83.01,0.0,0.0,0.0,0.0,0.0,17.2,6.6,222.0,1018.1,99.2,7.7,6.472681647085662,0.0,0.0,0.0
41.5,37.6,36.3,81.78,0.0,0.0,0.0,0.0,0.0,17.2,5.8,236.0,1017.6,97.5,8.6,6.472909775293715,0.0,0.0,0.0
43.5,39.7,36.7,76.94,0.0,0.0,0.0,0.0,0.0,17.2,6.3,290.0,1017.9,97.5,8.6,6.473137903501768,0.0,0.0,0.0
45.0,42.1,37.2,73.92,0.0,0.0,0.0,0.0,0.0,17.2,5.3,285.0,1018.0,100.0,9.0,6.473366031709821,0.0,0.0,0.0
47.0,44.3,37.4,69.09,0.0,0.0,0.0,0.0,0.0,17.2,5.7,300.0,1017.0,55.1,9.7,6.473594159917874,0.0,0.0,0.0
48.3,45.9,38.3,68.3,0.0,0.0,0.0,0.0,0.0,17.2,5.4,283.0,1016.2,100.0,9.2,6.473822288125927,0.0,0.0,0.0
50.0,47.7,39.1,65.95,0.0,0.0,0.0,0.0,0.0,17.2,6.0,260.0,1015.6,69.2,8.8,6.47405041633398,0.0,0.0,0.0
51.0,51.0,39.1,63.56,0.0,0.0,0.0,0.0,0.0,17.2,7.4,269.0,1015.5,54.3,8.8,6.474278544542033,0.0,0.0,0.0
51.4,51.4,39.8,64.53,0.0,0.0,0.0,0.0,0.0,17.2,5.3,256.0,1015.5,91.4,8.8,6.474506672750086,0.0,0.0,0.0
51.2,51.2,39.8,65.01,0.0,0.0,0.0,0.0,0.0,17.2,4.8,272.0,1016.0,98.3,8.8,6.474734800958139,0.0,0.0,0.0
51.5,51.5,40.2,65.3,0.0,0.0,0.0,0.0,0.0,17.2,2.9,26.0,1016.2,100.0,8.8,6.474962929166192,0.0,0.0,0.0
50.5,50.5,40.7,69.12,0.0,0.0,0.0,0.0,0.0,17.2,3.1,272.0,1016.1,100.0,9.9,6.475191057374245,0.0,0.0,0.0
50.1,50.1,40.7,70.12,0.0,0.0,0.0,0.0,0.0,17.2,3.9,224.0,1016.6,100.0,9.9,6.475419185582298,0.0,0.0,0.0
50.5,50.5,41.1,70.05,0.0,0.0,0.0,0.0,0.0,17.2,2.9,276.0,1017.0,100.0,9.2,6.475647313790351,0.0,0.0,0.0
49.8,46.8,42.0,74.57,0.0,0.0,0.0,0.0,0.0,17.2,7.3,237.0,1017.0,100.0,9.9,6.475875441998404,0.0,0.0,0.0
50.7,50.7,42.0,72.08,0.0,0.0,0.0,0.0,0.0,17.2,4.4,217.0,1016.9,100.0,9.9,6.476103570206456,0.0,0.0,0.0
50.0,50.0,42.0,74.06,0.0,0.0,0.0,0.0,0.0,17.2,0.5,338.0,1016.6,100.0,9.2,6.4763316984145085,0.0,0.0,0.0
50.3,50.3,42.0,73.32,0.0,0.0,0.0,0.0,0.0,17.2,0.0,0.0,1016.4,100.0,9.2,6.4765598266225615,0.0,0.0,0.0
49.8,49.8,42.3,75.34,0.0,0.0,0.0,0.0,0.0,17.2,2.5,17.0,1016.5,100.0,9.2,6.476787954830614,0.0,0.0,0.0
49.5,49.5,42.2,75.76,0.0,0.0,0.0,0.0,0.0,17.2,1.8,279.0,1016.4,100.0,9.2,6.477016083038667,0.0,0.0,0.0
50.7,50.7,42.5,73.27,0.0,0.0,0.0,0.0,0.0,17.2,3.1,348.0,1016.2,100.0,8.6,6.47724421124672,0.0,0.0,0.0
50.5,50.5,43.0,75.36,0.0,0.0,0.0,0.0,0.0,17.2,1.3,82.0,1016.0,100.0,8.5,6.477472339454773,0.0,0.0,0.0
50.8,50.8,43.2,75.03,0.0,0.0,0.0,0.0,0.0,17.2,1.1,306.0,1016.5,100.0,8.0,6.477700467662826,0.0,0.0,0.0
49.9,49.9,45.1,83.44,0.0,0.0,0.0,0.0,0.0,17.2,0.8,26.0,1017.0,100.0,2.6,6.477928595870879,0.0,0.0,0.0
48.5,47.4,46.5,92.85,0.0,0.0,0.0,0.0,0.0,17.2,3.6,6.0,1017.3,100.0,1.8,6.478156724078932,0.0,0.0,0.0
48.9,46.4,46.1,90.02,0.01,0.0,0.0,0.0,0.0,17.2,5.9,50.0,1017.2,100.0,1.2,6.478384852286985,0.0,0.0,0.0
49.8,47.8,47.7,92.34,0.02,0.0,0.0,0.0,0.0,17.2,5.4,155.0,1017.6,100.0,1.5,6.478612980495038,0.0,0.0,0.0
50.3,50.3,47.0,88.45,0.01,0.0,0.0,0.0,0.0,17.2,7.3,165.0,1016.7,100.0,4.0,6.478841108703091,0.0,0.0,0.0
50.1,50.1,47.0,89.07,0.0,0.0,0.0,0.0,0.0,17.2,5.6,152.0,1017.1,100.0,3.2,6.479069236911144,0.0,0.0,0.0
50.8,50.8,46.8,86.22,0.0,0.0,0.0,0.0,0.0,17.2,4.7,104.0,1016.4,100.0,4.1,6.479297365119197,0.0,0.0,0.0
50.7,50.7,46.8,86.47,0.0,0.0,0.0,0.0,0.0,17.2,6.5,112.0,1014.9,100.0,4.4,6.47952549332725,0.0,0.0,0.0
52.4,52.4,47.2,82.46,0.0,0.0,0.0,0.0,0.0,17.2,5.0,125.0,1014.0,100.0,6.3,6.479753621535303,0.0,0.0,0.0
52.1,52.1,46.5,81.26,0.0,0.0,0.0,0.0,0.0,17.2,5.2,79.0,1013.9,100.0,5.2,6.479981749743356,0.0,0.0,0.0
51.3,51.3,47.4,86.6,0.0,0.0,0.0,0.0,0.0,17.2,5.5,87.0,1013.9,100.0,5.1,6.480209877951409,0.0,0.0,0.0
50.6,50.6,47.4,88.98,0.0,0.0,0.0,0.0,0.0,17.2,5.0,77.0,1013.4,100.0,2.3,6.480438006159462,0.0,0.0,0.0
49.9,49.9,47.8,92.44,0.0,0.0,0.0,0.0,0.0,17.2,2.7,34.0,1012.7,92.2,1.4,6.480666134367515,0.0,0.0,0.0
49.4,47.5,47.7,93.95,0.0,0.0,0.0,0.0,0.0,17.2,4.9,82.0,1012.1,92.2,1.3,6.480894262575568,0.0,0.0,0.0
49.4,46.8,47.4,92.68,0.0,0.0,0.0,0.0,0.0,17.2,6.4,120.0,1011.8,100.0,2.2,6.481122390783621,0.0,0.0,0.0
48.4,44.5,46.9,94.48,0.0,0.0,0.0,0.0,0.0,17.2,8.7,122.0,1010.1,100.0,1.7,6.481350518991674,0.0,0.0,0.0
48.9,47.0,46.7,92.0,0.0,0.0,0.0,0.0,0.0,17.2,4.9,120.0,1009.2,93.1,2.4,6.481578647199727,0.0,0.0,0.0
49.1,49.1,46.7,91.5,0.0,0.0,0.0,0.0,0.0,17.2,1.8,47.0,1008.6,100.0,3.2,6.48180677540778,0.0,0.0,0.0
48.2,48.2,45.9,91.89,0.0,0.0,0.0,0.0,0.0,17.2,2.6,32.0,1007.7,38.4,4.3,6.4820349036158325,0.0,0.0,0.0
47.4,47.4,45.4,92.7,0.0,0.0,0.0,0.0,0.0,17.2,1.6,13.0,1006.9,37.7,3.8,6.482263031823885,0.0,0.0,0.0
46.9,44.6,44.7,91.85,0.0,0.0,0.0,0.0,0.0,17.2,4.9,24.0,1006.0,38.4,3.9,6.4824911600319375,0.0,0.0,0.0
47.8,47.8,45.7,92.63,0.0,0.0,0.0,0.0,0.0,17.2,2.8,40.0,1005.8,38.4,5.0,6.482719288239991,0.0,0.0,0.0
48.0,48.0,45.5,91.22,0.0,0.0,0.0,0.0,0.0,17.2,0.0,0.0,1006.1,92.3,5.3,6.482947416448043,0.0,0.0,0.0
49.7,49.7,46.7,89.32,0.0,0.0,0.0,0.0,0.0,17.2,1.1,0.0,1006.0,96.1,5.5,6.483175544656096,0.0,0.0,0.0
51.6,51.6,47.5,85.91,0.0,0.0,0.0,0.0,0.0,17.2,2.8,9.0,1006.2,67.5,5.9,6.483403672864149,0.0,0.0,0.0
53.0,53.0,49.5,87.87,0.0,0.0,0.0,0.0,0.0,17.2,3.4,35.0,1006.0,99.2,5.4,6.483631801072202,0.0,0.0,0.0
54.9,54.9,49.7,82.69,0.0,0.0,0.0,0.0,0.0,17.2,0.8,0.0,1006.0,100.0,6.1,6.483859929280255,0.0,0.0,0.0
59.1,59.1,52.4,78.25,0.0,0.0,0.0,0.0,0.0,17.2,1.8,30.0,1005.8,100.0,6.8,6.484088057488308,0.0,0.0,0.0
55.8,55.8,50.9,83.41,0.0,0.0,0.0,0.0,0.0,17.2,7.3,322.0,1006.9,100.0,5.0,6.484316185696361,0.0,0.0,0.0
56.6,56.6,48.8,75.14,0.0,0.0,0.0,0.0,0.0,17.2,10.4,306.0,1006.7,99.1,9.9,6.484544313904414,0.0,0.0,0.0
56.9,56.9,45.3,65.22,0.0,0.0,0.0,0.0,0.0,25.3,8.4,304.0,1006.7,88.9,9.9,6.484772442112467,0.0,0.0,0.0
59.4,59.4,45.7,60.31,0.0,0.0,0.0,0.0,0.0,23.0,8.1,355.0,1006.5,50.8,9.9,6.48500057032052,0.0,0.0,0.0
57.4,57.4,45.9,65.34,0.0,0.0,0.0,0.0,0.0,23.0,3.7,346.0,1007.2,99.0,9.9,6.485228698528573,0.0,0.0,0.0
53.8,53.8,45.0,71.89,0.01,0.0,0.0,0.0,0.0,31.1,12.1,332.0,1008.3,100.0,9.9,6.485456826736626,0.0,0.0,0.0
51.3,51.3,42.9,72.76,0.02,0.0,0.0,0.0,0.0,27.7,10.3,324.0,1009.3,98.2,9.9,6.485684954944679,0.0,0.0,0.0
50.9,50.9,37.7,60.4,0.0,0.0,0.0,0.0,0.0,32.2,11.1,313.0,1010.8,100.0,9.9,6.485913083152732,0.0,0.0,0.0
50.0,46.5,36.0,58.43,0.0,0.0,0.0,0.0,0.0,29.1,8.7,332.0,1011.4,98.2,9.9,6.486141211360785,0.0,0.0,0.0
49.0,45.8,34.3,56.67,0.0,0.0,0.0,0.0,0.0,26.0,7.4,345.0,1012.3,98.2,9.9,6.486369339568838,0.0,0.0,0.0
47.8,42.3,32.4,55.09,0.0,0.0,0.0,0.0,0.0,25.6,13.1,314.0,1014.7,58.7,9.9,6.486597467776891,0.0,0.0,0.0
46.3,40.7,32.3,57.76,0.0,0.0,0.0,0.0,0.0,20.9,12.5,305.0,1015.4,10.5,9.9,6.486825595984944,0.0,0.0,0.0
45.2,39.8,29.5,53.9,0.0,0.0,0.0,0.0,0.0,22.4,10.8,306.0,1016.3,10.5,9.9,6.487053724192997,0.0,0.0,0.0
44.8,39.2,28.3,52.14,0.0,0.0,0.0,0.0,0.0,28.7,11.1,308.0,1017.6,30.7,9.9,6.48728185240105,0.0,0.0,0.0
43.3,37.6,26.0,50.17,0.0,0.0,0.0,0.0,0.0,26.5,10.4,304.0,1018.8,95.7,9.9,6.487509980609103,0.0,0.0,0.0
42.2,36.8,22.9,46.1,0.0,0.0,0.0,0.0,0.0,24.2,8.9,306.0,1019.6,95.7,9.9,6.487738108817156,0.0,0.0,0.0
42.4,36.7,20.8,41.92,0.0,0.0,0.0,0.0,0.0,23.73333333333333,9.8,310.0,1020.6,65.0,9.9,6.4879662370252085,0.0,0.0,0.0
40.8,35.2,19.4,41.9,0.0,0.0,0.0,0.0,0.0,23.266666666666666,8.8,320.0,1021.3,9.1,9.9,6.488194365233261,0.0,0.0,0.0
39.8,35.4,19.2,43.18,0.0,0.0,0.0,0.0,0.0,22.8,6.2,322.0,1022.6,0.0,9.9,6.488422493441314,0.0,0.0,0.0
